Year,Team,Conference,Wins,Losses,Bowl Game,Average Attendance,total_revenue,total_expense
2020,New Mexico,Mountain West,2.0,5.0,False,149.71428571428572,36789599.0,38408365.0
2021,New Mexico,Mountain West,3.0,9.0,False,24157.58333333333,36995937.0,35284244.0
2022,New Mexico,Mountain West,2.0,10.0,False,24271.636363636364,44881065.0,44865758.0
2023,New Mexico,Mountain West,4.0,8.0,False,26079.416666666668,47763222.0,47048657.0
2014,New Mexico Highlands,Rocky Mountain,0.0,1.0,False,,,
2015,New Mexico Highlands,Rocky Mountain,0.0,1.0,False,,,
2016,New Mexico Highlands,Rocky Mountain,0.0,1.0,False,,,
2020,New Mexico Highlands,Rocky Mountain,1.0,0.0,False,,,
2021,New Mexico Highlands,Rocky Mountain,5.0,6.0,False,,,
2022,New Mexico Highlands,Rocky Mountain,3.0,7.0,False,,,
2023,New Mexico Highlands,Rocky Mountain,2.0,9.0,False,,,
2005,New Mexico State,Western Athletic,0.0,12.0,False,0.0,12856716.0,12643034.0
2006,New Mexico State,Western Athletic,4.0,8.0,False,20142.5,18550016.0,16844756.0
2007,New Mexico State,Western Athletic,4.0,9.0,False,25003.76923076923,16953694.0,21793202.0
2008,New Mexico State,Western Athletic,3.0,9.0,False,25652.08333333333,25379586.0,28298002.0
2009,New Mexico State,Western Athletic,3.0,10.0,False,0.0,26896469.0,28791357.0
2010,New Mexico State,Western Athletic,2.0,10.0,False,0.0,25433613.0,26994899.0
2011,New Mexico State,Western Athletic,4.0,9.0,False,0.0,26997597.0,25782307.0
2012,New Mexico State,Western Athletic,1.0,11.0,False,22153.83333333333,28559494.0,27426388.0
2013,New Mexico State,FBS Independents,2.0,10.0,False,28521.916666666668,30105460.0,28484118.0
2014,New Mexico State,Sun Belt,2.0,10.0,False,22715.166666666668,29287917.0,29513451.0
2015,New Mexico State,Sun Belt,3.0,9.0,False,27706.58333333333,26986841.0,26874116.0
2016,New Mexico State,Sun Belt,3.0,9.0,False,21969.83333333333,26505116.0,27077217.0
2017,New Mexico State,Sun Belt,7.0,6.0,True,25672.5,26114479.0,23507513.0
2018,New Mexico State,FBS Independents,3.0,9.0,False,20346.5,26320230.0,25693309.0
2019,New Mexico State,FBS Independents,2.0,10.0,False,28004.0,28010801.0,28011103.0
2020,New Mexico State,FBS Independents,1.0,1.0,False,,28761802.0,28754412.0
2021,New Mexico State,FBS Independents,2.0,10.0,False,23401.666666666668,25489278.0,25482825.0
2022,New Mexico State,FBS Independents,7.0,6.0,True,27481.444444444445,30350192.0,32457148.0
2023,New Mexico State,Conference USA,10.0,5.0,True,22239.07692307692,31776454.0,37150568.0
2014,Newberry,South Atlantic,0.0,1.0,False,,,
2015,Newberry,South Atlantic,0.0,1.0,False,,,
2017,Newberry,South Atlantic,0.0,1.0,False,,,
2018,Newberry,South Atlantic,0.0,1.0,False,,,
2020,Newberry,South Atlantic,5.0,1.0,False,,,
2021,Newberry,South Atlantic,10.0,3.0,False,,,
2022,Newberry,South Atlantic,9.0,2.0,False,,,
2023,Newberry,South Atlantic,4.0,7.0,False,,,
2005,Nicholls,Southland,6.0,4.0,False,27600.0,,
2006,Nicholls,Southland,4.0,7.0,False,51420.5,,
2007,Nicholls,Southland,6.0,4.0,False,13546.0,,
2008,Nicholls,Southland,0.0,2.0,False,22167.0,,
2009,Nicholls,Southland,3.0,8.0,False,0.0,,
2010,Nicholls,Southland,3.0,6.0,False,0.0,,
2011,Nicholls,Southland,1.0,10.0,False,0.0,,
2012,Nicholls,Southland,1.0,10.0,False,22267.666666666668,,
2013,Nicholls,Southland,4.0,8.0,False,36934.333333333336,,
2014,Nicholls,Southland,0.0,11.0,False,38823.0,,
2015,Nicholls,Southland,3.0,7.0,False,28849.5,,
2016,Nicholls,Southland,5.0,6.0,False,52916.0,,
2017,Nicholls,Southland,8.0,4.0,False,100276.0,,
2018,Nicholls,Southland,9.0,4.0,False,22698.5,,
2019,Nicholls,Southland,9.0,5.0,False,35174.0,,
2020,Nicholls,Southland,4.0,3.0,False,,,
2021,Nicholls,Southland,6.0,5.0,False,27840.0,,
2022,Nicholls,Southland,3.0,8.0,False,14318.5,,
2023,Nicholls,Southland,6.0,5.0,True,33926.0,,
2022,Nichols College,Commonwealth Coast,4.0,6.0,False,,,
2023,Nichols College,Commonwealth Coast,3.0,7.0,False,,,
2005,Norfolk State,MEAC,4.0,5.0,False,,,
2006,Norfolk State,MEAC,4.0,7.0,False,,,
2007,Norfolk State,MEAC,8.0,3.0,False,43712.0,,
2008,Norfolk State,MEAC,5.0,7.0,False,69118.0,,
2009,Norfolk State,MEAC,7.0,4.0,False,,,
2010,Norfolk State,MEAC,6.0,5.0,False,0.0,,
2011,Norfolk State,MEAC,9.0,3.0,False,0.0,,
2012,Norfolk State,MEAC,4.0,5.0,False,23673.0,,
2013,Norfolk State,MEAC,3.0,9.0,False,30209.5,,
2014,Norfolk State,MEAC,4.0,8.0,False,21139.0,,
2015,Norfolk State,MEAC,4.0,7.0,False,30561.666666666668,,
2016,Norfolk State,MEAC,4.0,7.0,False,,,
2017,Norfolk State,MEAC,4.0,7.0,False,,,
2018,Norfolk State,MEAC,4.0,7.0,False,13243.0,,
2019,Norfolk State,MEAC,5.0,7.0,False,17801.5,,
2021,Norfolk State,MEAC,6.0,5.0,False,21839.5,,
2022,Norfolk State,MEAC,2.0,9.0,False,24267.5,,
2023,Norfolk State,MEAC,3.0,8.0,False,10932.0,,
2016,North Alabama,Gulf South,0.0,2.0,True,,,
2018,North Alabama,FCS Independents,7.0,3.0,False,,,
2019,North Alabama,Big South,4.0,7.0,False,,,
2020,North Alabama,Big South,0.0,4.0,False,968.0,,
2021,North Alabama,Big South,3.0,8.0,False,,,
2022,North Alabama,Atlantic Sun,1.0,10.0,False,24154.0,,
2023,North Alabama,UAC,3.0,8.0,False,79560.0,,
2005,North Carolina,ACC,5.0,6.0,False,0.0,54838851.0,54617880.0
2006,North Carolina,ACC,3.0,9.0,False,51377.16666666666,60034233.0,59943877.0
2007,North Carolina,ACC,4.0,8.0,False,47492.41666666666,62166396.0,63008867.0
2008,North Carolina,ACC,8.0,5.0,True,50992.41666666666,66148186.0,65929532.0
2009,North Carolina,ACC,8.0,5.0,True,0.0,74644557.0,74462225.0
2010,North Carolina,ACC,8.0,5.0,True,0.0,72825407.0,72685335.0
2011,North Carolina,ACC,7.0,6.0,True,0.0,75606311.0,74312602.0
2012,North Carolina,ACC,8.0,4.0,False,47792.91666666666,82424430.0,81921783.0
2013,North Carolina,ACC,7.0,6.0,True,51940.083333333336,82792342.0,82735139.0
2014,North Carolina,ACC,6.0,7.0,True,55822.91666666666,83771913.0,83463221.0
2015,North Carolina,ACC,11.0,3.0,True,53118.769230769234,89128256.0,89080843.0
2016,North Carolina,ACC,8.0,5.0,True,54498.66666666666,95175985.0,95175985.0
2017,North Carolina,ACC,3.0,9.0,False,47559.25,96551626.0,96540823.0
2018,North Carolina,ACC,2.0,9.0,False,43113.72727272727,104571404.0,102430558.0
2019,North Carolina,ACC,7.0,6.0,True,49408.91666666666,107812619.0,110809706.0
2020,North Carolina,ACC,8.0,4.0,True,4434.818181818182,110410009.0,113022409.0
2021,North Carolina,ACC,6.0,7.0,True,50694.5,101865616.0,101916048.0
2022,North Carolina,ACC,9.0,5.0,True,43756.25,122603567.0,120314967.0
2023,North Carolina,ACC,8.0,5.0,True,52712.27272727273,139353091.0,139079504.0
2005,North Carolina A&T,MEAC,2.0,7.0,False,,,
2006,North Carolina A&T,MEAC,0.0,11.0,False,15041.0,,
2007,North Carolina A&T,MEAC,0.0,11.0,False,,,
2008,North Carolina A&T,MEAC,3.0,9.0,False,,,
2009,North Carolina A&T,MEAC,4.0,6.0,False,,,
2010,North Carolina A&T,MEAC,1.0,10.0,False,,,
2011,North Carolina A&T,MEAC,5.0,6.0,False,,,
2012,North Carolina A&T,MEAC,6.0,3.0,False,,,
2013,North Carolina A&T,MEAC,7.0,4.0,False,,,
2014,North Carolina A&T,MEAC,9.0,3.0,False,,,
2015,North Carolina A&T,MEAC,10.0,2.0,True,44000.0,,
2016,North Carolina A&T,MEAC,9.0,3.0,False,14825.5,,
2017,North Carolina A&T,MEAC,12.0,0.0,True,18651.0,,
2018,North Carolina A&T,MEAC,10.0,2.0,True,38640.0,,
2019,North Carolina A&T,MEAC,9.0,3.0,True,38313.0,,
2021,North Carolina A&T,Big South,5.0,6.0,False,18091.0,,
2022,North Carolina A&T,Big South,7.0,4.0,False,32802.0,,
2023,North Carolina A&T,CAA,1.0,10.0,False,25363.0,,
2007,North Carolina Central,FCS Independents,6.0,4.0,False,15122.0,,
2008,North Carolina Central,FCS Independents,4.0,7.0,False,,,
2009,North Carolina Central,FCS Independents,4.0,7.0,False,0.0,,
2010,North Carolina Central,MEAC,3.0,8.0,False,,,
2011,North Carolina Central,MEAC,2.0,9.0,False,0.0,,
2012,North Carolina Central,MEAC,4.0,5.0,False,22829.0,,
2013,North Carolina Central,MEAC,5.0,7.0,False,22521.0,,
2014,North Carolina Central,MEAC,7.0,5.0,False,42758.0,,
2015,North Carolina Central,MEAC,8.0,3.0,False,25254.0,,
2016,North Carolina Central,MEAC,9.0,3.0,True,29388.0,,
2017,North Carolina Central,MEAC,7.0,4.0,False,30477.0,,
2018,North Carolina Central,MEAC,5.0,6.0,False,25132.0,,
2019,North Carolina Central,MEAC,4.0,8.0,False,,,
2021,North Carolina Central,MEAC,6.0,5.0,False,24521.0,,
2022,North Carolina Central,MEAC,10.0,2.0,True,,,
2023,North Carolina Central,MEAC,9.0,3.0,True,38343.0,,
2019,North Carolina Wesleyan,USA South,0.0,1.0,False,,,
2020,North Carolina Wesleyan,USA South,0.0,3.0,False,,,
2022,North Carolina Wesleyan,USA South,3.0,7.0,False,,,
2023,North Carolina Wesleyan,USA South,4.0,6.0,False,,,
2019,North Central College,CCIW,1.0,0.0,True,,,
2021,North Central College,CCIW,0.0,1.0,True,,,
2022,North Central College,CCIW,15.0,0.0,True,,,
2023,North Central College,CCIW,14.0,1.0,True,,,
2006,North Dakota,Great West,1.0,0.0,False,,,
2007,North Dakota,Great West,1.0,0.0,False,,,
2008,North Dakota,Great West,3.0,1.0,False,,,
2009,North Dakota,Great West,6.0,5.0,False,0.0,,
2010,North Dakota,Great West,3.0,7.0,False,0.0,,
2011,North Dakota,Great West,8.0,3.0,False,0.0,,
2012,North Dakota,Big Sky,0.0,1.0,False,24826.0,,
2013,North Dakota,Big Sky,3.0,8.0,False,,,
2014,North Dakota,Big Sky,5.0,7.0,False,10371.0,,
2015,North Dakota,Big Sky,7.0,4.0,False,23669.0,,
2016,North Dakota,Big Sky,9.0,3.0,False,15318.0,,
2017,North Dakota,Big Sky,3.0,8.0,False,45905.0,,
2018,North Dakota,FCS Independents,6.0,5.0,False,68093.0,,
2019,North Dakota,FCS Independents,7.0,5.0,False,,,
2020,North Dakota,MVFC,5.0,2.0,True,,,
2021,North Dakota,MVFC,5.0,6.0,False,18124.0,,
2022,North Dakota,MVFC,7.0,5.0,False,86590.0,,
2023,North Dakota,MVFC,7.0,5.0,True,35610.0,,
2005,North Dakota State,Great West,7.0,4.0,False,,,
2006,North Dakota State,Great West,4.0,1.0,False,36565.0,,
2007,North Dakota State,Great West,10.0,1.0,False,39805.0,,
2008,North Dakota State,MVFC,6.0,5.0,False,19156.0,,
2009,North Dakota State,MVFC,3.0,8.0,False,0.0,,
2010,North Dakota State,MVFC,9.0,4.0,False,0.0,,
2011,North Dakota State,MVFC,11.0,1.0,False,0.0,,
2012,North Dakota State,MVFC,11.0,1.0,False,23567.0,,
2013,North Dakota State,MVFC,13.0,0.0,True,53351.0,,
2014,North Dakota State,MVFC,15.0,1.0,True,54800.0,,
2015,North Dakota State,MVFC,13.0,2.0,True,,,
2016,North Dakota State,MVFC,12.0,2.0,True,0.0,,
2017,North Dakota State,MVFC,14.0,1.0,True,,,
2018,North Dakota State,MVFC,15.0,0.0,True,,,
2019,North Dakota State,MVFC,16.0,0.0,True,,,
2020,North Dakota State,MVFC,7.0,3.0,False,,,
2021,North Dakota State,MVFC,14.0,1.0,True,,,
2022,North Dakota State,MVFC,12.0,3.0,True,41211.0,,
2023,North Dakota State,MVFC,11.0,4.0,True,,,
2014,North Greenville,Independent DII,0.0,1.0,False,,,
2015,North Greenville,Independent DII,0.0,1.0,False,,,
2016,North Greenville,Independent DII,0.0,1.0,False,,,
2017,North Greenville,Independent DII,0.0,1.0,False,,,
2018,North Greenville,Gulf South,0.0,1.0,False,,,
2019,North Greenville,Gulf South,0.0,1.0,False,,,
2021,North Greenville,Gulf South,5.0,6.0,False,,,
2022,North Greenville,Gulf South,3.0,8.0,False,,,
2023,North Greenville,Gulf South,5.0,5.0,False,,,
2020,North Park,CCIW,0.0,3.0,False,,,
2022,North Park,CCIW,1.0,8.0,False,,,
2023,North Park,CCIW,5.0,5.0,False,,,
2005,North Texas,Sun Belt,2.0,9.0,False,0.0,10643248.0,13749794.0
2006,North Texas,Sun Belt,3.0,9.0,False,22007.666666666668,9480461.0,14127731.0
2007,North Texas,Sun Belt,2.0,10.0,False,26268.33333333333,9447205.0,16192280.0
2008,North Texas,Sun Belt,1.0,11.0,False,24930.33333333333,10243090.0,16449462.0
2009,North Texas,Sun Belt,2.0,10.0,False,0.0,10333289.0,17184137.0
2010,North Texas,Sun Belt,3.0,9.0,False,0.0,10201988.0,17105046.0
2011,North Texas,Sun Belt,5.0,7.0,False,0.0,11259222.0,18935422.0
2012,North Texas,Sun Belt,4.0,8.0,False,26300.166666666668,19029641.0,26542476.0
2013,North Texas,Conference USA,9.0,4.0,True,27123.75,28800436.0,28926470.0
2014,North Texas,Conference USA,4.0,8.0,False,28026.166666666668,31617094.0,31182673.0
2015,North Texas,Conference USA,1.0,11.0,False,27529.08333333333,31312298.0,31268741.0
2016,North Texas,Conference USA,5.0,8.0,True,26015.75,33278988.0,34155537.0
2017,North Texas,Conference USA,9.0,5.0,True,23875.53846153846,32150203.0,36363381.0
2018,North Texas,Conference USA,9.0,4.0,True,24613.08333333333,38002376.0,38635792.0
2019,North Texas,Conference USA,4.0,8.0,False,21743.58333333333,40758582.0,39908256.0
2020,North Texas,Conference USA,4.0,6.0,True,6448.666666666667,40063461.0,39895956.0
2021,North Texas,Conference USA,6.0,7.0,True,21039.90909090909,46699117.0,43975838.0
2022,North Texas,Conference USA,7.0,7.0,True,23629.153846153848,44477324.0,44222540.0
2023,North Texas,American Athletic,5.0,7.0,False,19747.08333333333,49188482.0,49720154.0
2005,Northeastern,Atlantic 10,2.0,9.0,False,,,
2006,Northeastern,Atlantic 10,5.0,6.0,False,66233.0,,
2007,Northeastern,CAA,3.0,9.0,False,16199.0,,
2008,Northeastern,CAA,2.0,10.0,False,23881.0,,
2009,Northeastern,CAA,3.0,8.0,False,0.0,,
2020,Northeastern State,Mid America,0.0,1.0,False,,,
2021,Northeastern State,Mid America,2.0,9.0,False,,,
2022,Northeastern State,Mid America,1.0,10.0,False,,,
2023,Northeastern State,Mid America,1.0,10.0,False,,,
2005,Northern Arizona,Big Sky,3.0,8.0,False,54728.0,,
2006,Northern Arizona,Big Sky,6.0,5.0,False,48433.5,,
2007,Northern Arizona,Big Sky,6.0,5.0,False,52638.0,,
2008,Northern Arizona,Big Sky,6.0,5.0,False,62707.0,,
2009,Northern Arizona,Big Sky,5.0,6.0,False,0.0,,
2010,Northern Arizona,Big Sky,6.0,5.0,False,0.0,,
2011,Northern Arizona,Big Sky,4.0,7.0,False,0.0,,
2012,Northern Arizona,Big Sky,1.0,1.0,False,31957.5,,
2013,Northern Arizona,Big Sky,9.0,3.0,False,53793.0,,
2014,Northern Arizona,Big Sky,7.0,5.0,False,30761.0,,
2015,Northern Arizona,Big Sky,7.0,4.0,False,51494.0,,
2016,Northern Arizona,Big Sky,5.0,6.0,False,45300.0,,
2017,Northern Arizona,Big Sky,7.0,5.0,False,43620.0,,
2018,Northern Arizona,Big Sky,4.0,6.0,False,17271.0,,
2019,Northern Arizona,Big Sky,4.0,8.0,False,40741.0,,
2020,Northern Arizona,Big Sky,3.0,2.0,False,,,
2021,Northern Arizona,Big Sky,5.0,6.0,False,33481.0,,
2022,Northern Arizona,Big Sky,3.0,8.0,False,44764.0,,
2023,Northern Arizona,Big Sky,5.0,6.0,False,48159.0,,
2005,Northern Colorado,Great West,4.0,7.0,False,,,
2006,Northern Colorado,Big Sky,1.0,10.0,False,,,
2007,Northern Colorado,Big Sky,1.0,11.0,False,40252.0,,
2008,Northern Colorado,Big Sky,1.0,10.0,False,51476.0,,
2009,Northern Colorado,Big Sky,3.0,8.0,False,0.0,,
2010,Northern Colorado,Big Sky,3.0,8.0,False,0.0,,
2011,Northern Colorado,Big Sky,0.0,11.0,False,0.0,,
2012,Northern Colorado,Big Sky,0.0,1.0,False,45273.0,,
2013,Northern Colorado,Big Sky,1.0,11.0,False,19091.0,,
2014,Northern Colorado,Big Sky,3.0,8.0,False,0.0,,
2015,Northern Colorado,Big Sky,6.0,5.0,False,,,
2016,Northern Colorado,Big Sky,5.0,5.0,False,26718.0,,
2017,Northern Colorado,Big Sky,3.0,7.0,False,44318.0,,
2018,Northern Colorado,Big Sky,2.0,9.0,False,,,
2019,Northern Colorado,Big Sky,2.0,10.0,False,20532.5,,
2021,Northern Colorado,Big Sky,3.0,8.0,False,44153.0,,
2022,Northern Colorado,Big Sky,3.0,8.0,False,22863.0,,
2023,Northern Colorado,Big Sky,0.0,11.0,False,23595.0,,
2005,Northern Illinois,Mid-American,7.0,5.0,False,2176.9166666666665,15859206.0,15208205.0
2006,Northern Illinois,Mid-American,7.0,6.0,True,28120.33333333333,17537089.0,16670569.0
2007,Northern Illinois,Mid-American,2.0,10.0,False,28146.25,19400270.0,18934750.0
2008,Northern Illinois,Mid-American,6.0,7.0,True,26061.58333333333,23342006.0,22448970.0
2009,Northern Illinois,Mid-American,7.0,6.0,True,0.0,21243679.0,23770449.0
2010,Northern Illinois,Mid-American,11.0,3.0,True,0.0,22210800.0,21899024.0
2011,Northern Illinois,Mid-American,11.0,3.0,True,0.0,24148602.0,22793622.0
2012,Northern Illinois,Mid-American,12.0,2.0,True,17467.846153846152,23504505.0,23863877.0
2013,Northern Illinois,Mid-American,12.0,2.0,True,25368.07692307692,26259284.0,25294053.0
2014,Northern Illinois,Mid-American,11.0,3.0,True,16695.46153846154,27007054.0,26130115.0
2015,Northern Illinois,Mid-American,8.0,6.0,True,24022.23076923077,27634930.0,27276559.0
2016,Northern Illinois,Mid-American,5.0,7.0,False,13428.833333333334,28521887.0,28746741.0
2017,Northern Illinois,Mid-American,8.0,5.0,True,20319.416666666668,25795597.0,25661395.0
2018,Northern Illinois,Mid-American,8.0,6.0,True,23316.76923076923,25856400.0,25821426.0
2019,Northern Illinois,Mid-American,5.0,7.0,False,21533.166666666668,28057388.0,26483239.0
2020,Northern Illinois,Mid-American,0.0,6.0,False,337.8333333333333,22017213.0,21809635.0
2021,Northern Illinois,Mid-American,9.0,5.0,True,20020.615384615383,17125504.0,17717741.0
2022,Northern Illinois,Mid-American,3.0,9.0,False,16355.636363636364,22177045.0,24097387.0
2023,Northern Illinois,Mid-American,7.0,6.0,True,19544.545454545456,24157870.0,26413529.0
2005,Northern Iowa,MVFC,10.0,3.0,False,70585.0,,
2006,Northern Iowa,MVFC,7.0,4.0,False,55518.0,,
2007,Northern Iowa,MVFC,12.0,1.0,False,56795.0,,
2008,Northern Iowa,MVFC,11.0,2.0,False,64108.0,,
2009,Northern Iowa,MVFC,7.0,4.0,False,0.0,,
2010,Northern Iowa,MVFC,7.0,5.0,False,0.0,,
2011,Northern Iowa,MVFC,10.0,2.0,False,0.0,,
2012,Northern Iowa,MVFC,5.0,6.0,False,75076.5,,
2013,Northern Iowa,MVFC,7.0,5.0,False,56800.0,,
2014,Northern Iowa,MVFC,9.0,5.0,False,12499.5,,
2015,Northern Iowa,MVFC,9.0,5.0,False,61500.0,,
2016,Northern Iowa,MVFC,5.0,6.0,False,60629.0,,
2017,Northern Iowa,MVFC,8.0,5.0,False,61500.0,,
2018,Northern Iowa,MVFC,7.0,6.0,False,69250.0,,
2019,Northern Iowa,MVFC,10.0,5.0,False,61500.0,,
2020,Northern Iowa,MVFC,3.0,4.0,False,,,
2021,Northern Iowa,MVFC,6.0,6.0,False,61500.0,,
2022,Northern Iowa,MVFC,6.0,5.0,False,31180.0,,
2023,Northern Iowa,MVFC,6.0,5.0,False,58248.0,,
2021,Northern Michigan,GLIAC,4.0,7.0,False,,,
2022,Northern Michigan,GLIAC,4.0,7.0,False,,,
2023,Northern Michigan,GLIAC,0.0,11.0,False,,,
2021,Northern State,Northern Sun,7.0,4.0,False,,,
2022,Northern State,Northern Sun,6.0,5.0,False,,,
2023,Northern State,Northern Sun,5.0,6.0,False,,,
2015,Northwest Missouri St,Mid America,1.0,0.0,True,,,
2016,Northwest Missouri St,Mid America,1.0,0.0,True,,,
2021,Northwest Missouri St,Mid America,11.0,2.0,False,,,
2022,Northwest Missouri St,Mid America,10.0,3.0,False,,,
2023,Northwest Missouri St,Mid America,7.0,4.0,False,,,
2005,Northwestern,Big Ten,7.0,5.0,True,0.0,,
2006,Northwestern,Big Ten,4.0,8.0,False,47905.41666666666,,
2007,Northwestern,Big Ten,6.0,6.0,False,38586.16666666666,,
2008,Northwestern,Big Ten,9.0,4.0,True,40583.91666666666,,
2009,Northwestern,Big Ten,8.0,5.0,True,0.0,,
2010,Northwestern,Big Ten,7.0,6.0,True,0.0,,
2011,Northwestern,Big Ten,6.0,7.0,True,0.0,,
2012,Northwestern,Big Ten,10.0,3.0,True,51728.16666666666,,
2013,Northwestern,Big Ten,5.0,7.0,False,50867.5,,
2014,Northwestern,Big Ten,5.0,7.0,False,46576.083333333336,,
2015,Northwestern,Big Ten,10.0,3.0,True,47201.833333333336,,
2016,Northwestern,Big Ten,7.0,6.0,True,46855.333333333336,,
2017,Northwestern,Big Ten,10.0,3.0,True,42524.66666666666,,
2018,Northwestern,Big Ten,9.0,5.0,True,48068.307692307695,,
2019,Northwestern,Big Ten,3.0,9.0,False,45363.0,,
2020,Northwestern,Big Ten,7.0,2.0,True,1099.2,,
2021,Northwestern,Big Ten,3.0,9.0,False,43794.083333333336,,
2022,Northwestern,Big Ten,1.0,11.0,False,43097.63636363636,,
2023,Northwestern,Big Ten,8.0,5.0,True,36470.0,,
2020,Northwestern (MN),Upper Midwest,1.0,1.0,False,,,
2022,Northwestern (MN),Upper Midwest,6.0,5.0,False,,,
2023,Northwestern (MN),Upper Midwest,6.0,4.0,False,,,
2021,Northwestern Oklahoma State,Great American,1.0,9.0,False,,,
2022,Northwestern Oklahoma State,Great American,1.0,10.0,False,,,
2023,Northwestern Oklahoma State,Great American,1.0,10.0,False,,,
2005,Northwestern State,Southland,5.0,5.0,False,19533.5,,
2006,Northwestern State,Southland,4.0,7.0,False,40954.0,,
2007,Northwestern State,Southland,4.0,7.0,False,38088.0,,
2008,Northwestern State,Southland,2.0,1.0,False,36258.0,,
2009,Northwestern State,Southland,0.0,11.0,False,0.0,,
2010,Northwestern State,Southland,4.0,6.0,False,0.0,,
2011,Northwestern State,Southland,5.0,6.0,False,0.0,,
2012,Northwestern State,Southland,4.0,7.0,False,34818.0,,
2013,Northwestern State,Southland,6.0,6.0,False,19553.5,,
2014,Northwestern State,Southland,6.0,6.0,False,35519.0,,
2015,Northwestern State,Southland,4.0,6.0,False,44199.0,,
2016,Northwestern State,Southland,1.0,10.0,False,44849.0,,
2017,Northwestern State,Southland,4.0,7.0,False,24002.0,,
2018,Northwestern State,Southland,5.0,6.0,False,95855.0,,
2019,Northwestern State,Southland,3.0,9.0,False,100334.0,,
2020,Northwestern State,Southland,1.0,5.0,False,,,
2021,Northwestern State,Southland,3.0,8.0,False,18716.0,,
2022,Northwestern State,Southland,4.0,7.0,False,26202.0,,
2023,Northwestern State,Southland,0.0,9.0,False,18669.0,,
2021,Northwood (MI),GLIAC,1.0,9.0,False,,,
2022,Northwood (MI),Great Midwest Athletic,4.0,7.0,False,,,
2023,Northwood (MI),Great Midwest Athletic,5.0,6.0,False,,,
2022,Norwich,NEWMAC,3.0,7.0,False,,,
2023,Norwich,NEWMAC,1.0,9.0,False,,,
2005,Notre Dame,FBS Independents,9.0,3.0,True,0.0,,
2006,Notre Dame,FBS Independents,10.0,3.0,True,76288.0,,
2007,Notre Dame,FBS Independents,3.0,9.0,False,81395.58333333333,,
2008,Notre Dame,FBS Independents,7.0,6.0,True,74849.5,,
2009,Notre Dame,FBS Independents,6.0,6.0,False,0.0,,
2010,Notre Dame,FBS Independents,8.0,5.0,True,0.0,,
2011,Notre Dame,FBS Independents,8.0,5.0,True,0.0,,
2012,Notre Dame,FBS Independents,12.0,1.0,True,74999.83333333333,,
2013,Notre Dame,FBS Independents,9.0,4.0,True,74071.25,,
2014,Notre Dame,FBS Independents,8.0,5.0,True,73591.5,,
2015,Notre Dame,FBS Independents,10.0,3.0,True,64365.0,,
2016,Notre Dame,FBS Independents,4.0,8.0,False,73092.5,,
2017,Notre Dame,FBS Independents,10.0,3.0,True,69294.33333333333,,
2018,Notre Dame,FBS Independents,12.0,1.0,True,65111.41666666666,,
2019,Notre Dame,FBS Independents,11.0,2.0,True,72896.16666666667,,
2020,Notre Dame,FBS Independents,10.0,2.0,True,7621.909090909091,,
2021,Notre Dame,FBS Independents,11.0,2.0,True,65282.75,,
2022,Notre Dame,FBS Independents,9.0,4.0,True,71799.16666666667,,
2023,Notre Dame,FBS Independents,10.0,3.0,True,65325.083333333336,,
2015,Notre Dame College,Mountain East,0.0,1.0,False,,,
2020,Notre Dame College,Mountain East,3.0,0.0,False,,,
2021,Notre Dame College,Mountain East,11.0,2.0,False,,,
2022,Notre Dame College,Mountain East,9.0,3.0,False,,,
2023,Notre Dame College,Mountain East,7.0,3.0,False,,,
2022,Oberlin,North Coast,0.0,10.0,False,,,
2023,Oberlin,North Coast,1.0,9.0,False,,,
2005,Ohio,Mid-American,4.0,7.0,False,0.0,14457896.0,14986448.0
2006,Ohio,Mid-American,9.0,5.0,True,23189.92307692308,16422486.0,16704043.0
2007,Ohio,Mid-American,6.0,6.0,False,14577.166666666666,20070873.0,20734683.0
2008,Ohio,Mid-American,4.0,8.0,False,24460.83333333333,19450560.0,20297059.0
2009,Ohio,Mid-American,9.0,5.0,True,0.0,20092230.0,21893603.0
2010,Ohio,Mid-American,8.0,5.0,True,0.0,23905953.0,22875238.0
2011,Ohio,Mid-American,10.0,4.0,True,0.0,25470296.0,22841117.0
2012,Ohio,Mid-American,9.0,4.0,True,26471.58333333333,28671520.0,24408346.0
2013,Ohio,Mid-American,7.0,6.0,True,19223.666666666668,27265061.0,27027550.0
2014,Ohio,Mid-American,6.0,6.0,False,23322.33333333333,27720000.0,27298719.0
2015,Ohio,Mid-American,8.0,5.0,True,21154.916666666668,28709413.0,27110443.0
2016,Ohio,Mid-American,8.0,6.0,True,27538.23076923077,31882732.0,31168868.0
2017,Ohio,Mid-American,9.0,4.0,True,19064.416666666668,32234688.0,32621410.0
2018,Ohio,Mid-American,9.0,4.0,True,16511.833333333332,33310037.0,35869324.0
2019,Ohio,Mid-American,7.0,6.0,True,18802.666666666668,34763420.0,34677243.0
2020,Ohio,Mid-American,2.0,1.0,False,1040.3333333333333,31016396.0,31093223.0
2021,Ohio,Mid-American,3.0,9.0,False,16590.916666666668,26320785.0,26434522.0
2022,Ohio,Mid-American,10.0,4.0,True,26928.384615384617,29335290.0,31309063.0
2023,Ohio,Mid-American,10.0,3.0,True,16901.25,29970069.0,33220845.0
2020,Ohio Dominican,Great Midwest Athletic,4.0,2.0,False,,,
2021,Ohio Dominican,Great Midwest Athletic,7.0,4.0,False,,,
2022,Ohio Dominican,Great Midwest Athletic,7.0,3.0,False,,,
